"No.","Time","Source","Destination","Protocol","Length","Info"
"1815","40.457157","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=59468 Ack=922626 Win=65536 Len=66 TSval=1672525655 TSecr=1672525639"
"1817","40.492451","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=59534 Ack=923650 Win=65536 Len=66 TSval=1672525691 TSecr=1672525671"
"1819","40.524425","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=59600 Ack=924674 Win=65536 Len=66 TSval=1672525723 TSecr=1672525706"
"1821","40.557214","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=59666 Ack=925698 Win=65536 Len=66 TSval=1672525755 TSecr=1672525739"
"1823","40.589121","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=59732 Ack=926722 Win=65536 Len=66 TSval=1672525787 TSecr=1672525771"
"1825","40.621304","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=59798 Ack=927746 Win=65536 Len=66 TSval=1672525819 TSecr=1672525803"
"1827","40.653515","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=59864 Ack=928770 Win=65536 Len=66 TSval=1672525852 TSecr=1672525835"
"1829","40.685207","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=59930 Ack=929794 Win=65536 Len=66 TSval=1672525883 TSecr=1672525867"
"1831","40.717090","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=59996 Ack=930818 Win=65536 Len=66 TSval=1672525915 TSecr=1672525899"
"1833","40.749288","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=60062 Ack=931842 Win=65536 Len=66 TSval=1672525947 TSecr=1672525931"
"1835","40.780813","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=60128 Ack=932866 Win=65536 Len=66 TSval=1672525979 TSecr=1672525962"
"1837","40.813210","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=60194 Ack=933890 Win=65536 Len=66 TSval=1672526011 TSecr=1672525994"
"1839","40.845117","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=60260 Ack=934914 Win=65536 Len=66 TSval=1672526043 TSecr=1672526026"
"1841","40.877083","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=60326 Ack=935938 Win=65536 Len=66 TSval=1672526075 TSecr=1672526058"
"1843","40.908820","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=60392 Ack=936962 Win=65536 Len=66 TSval=1672526107 TSecr=1672526090"
"1845","40.940913","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=60458 Ack=937986 Win=65536 Len=66 TSval=1672526139 TSecr=1672526122"
"1847","40.972727","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=60524 Ack=939010 Win=65536 Len=66 TSval=1672526171 TSecr=1672526154"
"1849","41.004346","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=60590 Ack=940034 Win=65536 Len=66 TSval=1672526203 TSecr=1672526186"
"1851","41.036255","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=60656 Ack=941058 Win=65536 Len=66 TSval=1672526234 TSecr=1672526217"
"1853","41.068126","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=60722 Ack=942082 Win=65536 Len=66 TSval=1672526266 TSecr=1672526249"
"1855","41.100752","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=60788 Ack=943106 Win=65536 Len=66 TSval=1672526299 TSecr=1672526281"
"1857","41.132856","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=60854 Ack=944130 Win=65536 Len=66 TSval=1672526331 TSecr=1672526313"
"1859","41.164836","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=60920 Ack=945154 Win=65536 Len=66 TSval=1672526363 TSecr=1672526346"
"1861","41.196624","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=60986 Ack=946178 Win=65536 Len=66 TSval=1672526395 TSecr=1672526378"
"1863","41.228176","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=61052 Ack=947202 Win=65536 Len=66 TSval=1672526426 TSecr=1672526410"
"1865","41.260068","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=61118 Ack=948226 Win=65536 Len=66 TSval=1672526458 TSecr=1672526442"
"1867","41.292231","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=61184 Ack=949250 Win=65536 Len=66 TSval=1672526490 TSecr=1672526473"
"1869","41.323867","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=61250 Ack=950274 Win=65536 Len=66 TSval=1672526522 TSecr=1672526505"
"1871","41.355814","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=61316 Ack=951298 Win=65536 Len=66 TSval=1672526554 TSecr=1672526537"
"1873","41.388276","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=61382 Ack=952322 Win=65536 Len=66 TSval=1672526586 TSecr=1672526569"
"1875","41.421713","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=61448 Ack=953346 Win=65536 Len=66 TSval=1672526620 TSecr=1672526601"
"1877","41.453560","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=61514 Ack=954370 Win=65536 Len=66 TSval=1672526652 TSecr=1672526634"
"1879","41.485306","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=61580 Ack=955394 Win=65536 Len=66 TSval=1672526683 TSecr=1672526667"
"1881","41.517138","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=61646 Ack=956418 Win=65536 Len=66 TSval=1672526715 TSecr=1672526698"
"1883","41.548967","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=61712 Ack=957442 Win=65536 Len=66 TSval=1672526747 TSecr=1672526730"
"1885","41.581464","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=61778 Ack=958466 Win=65536 Len=66 TSval=1672526780 TSecr=1672526762"
"1887","41.614730","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=61844 Ack=959490 Win=65536 Len=66 TSval=1672526813 TSecr=1672526796"
"1889","41.647225","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=61910 Ack=960514 Win=65536 Len=66 TSval=1672526845 TSecr=1672526829"
"1891","41.680050","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=61976 Ack=961538 Win=65536 Len=66 TSval=1672526878 TSecr=1672526861"
"1893","41.711405","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=62042 Ack=962562 Win=65536 Len=66 TSval=1672526910 TSecr=1672526893"
"1895","41.744520","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=62108 Ack=963586 Win=65536 Len=66 TSval=1672526943 TSecr=1672526926"
"1897","41.777225","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=62174 Ack=964610 Win=65536 Len=66 TSval=1672526975 TSecr=1672526958"
"1899","41.809012","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=62240 Ack=965634 Win=65536 Len=66 TSval=1672527007 TSecr=1672526991"
"1901","41.841548","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=62306 Ack=966658 Win=65536 Len=66 TSval=1672527040 TSecr=1672527022"
"1903","41.874120","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=62372 Ack=967682 Win=65536 Len=66 TSval=1672527072 TSecr=1672527056"
"1905","41.906498","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=62438 Ack=968706 Win=65536 Len=66 TSval=1672527105 TSecr=1672527088"
"1907","41.939512","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=62504 Ack=969730 Win=65536 Len=66 TSval=1672527138 TSecr=1672527121"
"1909","41.972044","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=62570 Ack=970754 Win=65536 Len=66 TSval=1672527170 TSecr=1672527153"
"1911","42.003485","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=62636 Ack=971778 Win=65536 Len=66 TSval=1672527202 TSecr=1672527185"
"1913","42.035229","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=62702 Ack=972802 Win=65536 Len=66 TSval=1672527233 TSecr=1672527216"
"1915","42.068267","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=62768 Ack=973826 Win=65536 Len=66 TSval=1672527266 TSecr=1672527248"
"1917","42.100937","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=62834 Ack=974850 Win=65536 Len=66 TSval=1672527299 TSecr=1672527281"
"1919","42.132102","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=62900 Ack=975874 Win=65536 Len=66 TSval=1672527330 TSecr=1672527313"
"1921","42.163751","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=62966 Ack=976898 Win=65536 Len=66 TSval=1672527362 TSecr=1672527345"
"1923","42.195211","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=63032 Ack=977922 Win=65536 Len=66 TSval=1672527393 TSecr=1672527377"
"1925","42.226495","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=63098 Ack=978946 Win=65536 Len=66 TSval=1672527425 TSecr=1672527408"
"1927","42.257539","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=63164 Ack=979970 Win=65536 Len=66 TSval=1672527456 TSecr=1672527439"
"1929","42.288627","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=63230 Ack=980994 Win=65536 Len=66 TSval=1672527487 TSecr=1672527470"
"1931","42.320018","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=63296 Ack=982018 Win=65536 Len=66 TSval=1672527518 TSecr=1672527502"
"1933","42.352256","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=63362 Ack=983042 Win=65536 Len=66 TSval=1672527550 TSecr=1672527534"
"1935","42.384233","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=63428 Ack=984066 Win=65536 Len=66 TSval=1672527582 TSecr=1672527565"
"1937","42.416170","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=63494 Ack=985090 Win=65536 Len=66 TSval=1672527614 TSecr=1672527597"
"1939","42.448709","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=63560 Ack=986114 Win=65536 Len=66 TSval=1672527647 TSecr=1672527629"
"1941","42.480312","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=63626 Ack=987138 Win=65536 Len=66 TSval=1672527678 TSecr=1672527661"
"1943","42.511463","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=63692 Ack=988162 Win=65536 Len=66 TSval=1672527710 TSecr=1672527693"
"1945","42.543597","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=63758 Ack=989186 Win=65536 Len=66 TSval=1672527742 TSecr=1672527724"
"1947","42.575902","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=63824 Ack=990210 Win=65536 Len=66 TSval=1672527774 TSecr=1672527756"
"1949","42.607626","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=63890 Ack=991234 Win=65536 Len=66 TSval=1672527806 TSecr=1672527788"
"1951","42.639391","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=63956 Ack=992258 Win=65536 Len=66 TSval=1672527838 TSecr=1672527820"
"1953","42.671282","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=64022 Ack=993282 Win=65536 Len=66 TSval=1672527869 TSecr=1672527852"
"1955","42.704704","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=64088 Ack=994306 Win=65536 Len=66 TSval=1672527903 TSecr=1672527885"
"1957","42.737156","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=64154 Ack=995330 Win=65536 Len=66 TSval=1672527935 TSecr=1672527918"
"1959","42.769793","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=64220 Ack=996354 Win=65536 Len=66 TSval=1672527968 TSecr=1672527951"
"1961","42.801333","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=64286 Ack=997378 Win=65536 Len=66 TSval=1672528000 TSecr=1672527982"
"1963","42.833608","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=64352 Ack=998402 Win=65536 Len=66 TSval=1672528032 TSecr=1672528015"
"1965","42.866321","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=64418 Ack=999426 Win=65536 Len=66 TSval=1672528065 TSecr=1672528047"
"1967","42.898866","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=64484 Ack=1000450 Win=65536 Len=66 TSval=1672528097 TSecr=1672528080"
"1969","42.931813","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=64550 Ack=1001474 Win=65536 Len=66 TSval=1672528130 TSecr=1672528113"
"1971","42.964771","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=64616 Ack=1002498 Win=65536 Len=66 TSval=1672528163 TSecr=1672528145"
"1973","42.997248","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=64682 Ack=1003522 Win=65536 Len=66 TSval=1672528195 TSecr=1672528179"
"1975","43.029661","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=64748 Ack=1004546 Win=65536 Len=66 TSval=1672528228 TSecr=1672528211"
"1977","43.062135","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=64814 Ack=1005570 Win=65536 Len=66 TSval=1672528260 TSecr=1672528244"
"1979","43.094823","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=64880 Ack=1006594 Win=65536 Len=66 TSval=1672528293 TSecr=1672528276"
"1981","43.126418","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=64946 Ack=1007618 Win=65536 Len=66 TSval=1672528325 TSecr=1672528308"
"1983","43.158348","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=65012 Ack=1008642 Win=65536 Len=66 TSval=1672528357 TSecr=1672528340"
"1985","43.190559","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=65078 Ack=1009666 Win=65536 Len=66 TSval=1672528389 TSecr=1672528372"
"1987","43.223158","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=65144 Ack=1010690 Win=65536 Len=66 TSval=1672528421 TSecr=1672528404"
"1989","43.255497","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=65210 Ack=1011714 Win=65536 Len=66 TSval=1672528454 TSecr=1672528437"
"1991","43.288649","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=65276 Ack=1012738 Win=65536 Len=66 TSval=1672528487 TSecr=1672528469"
"1993","43.321540","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=65342 Ack=1013762 Win=65536 Len=66 TSval=1672528520 TSecr=1672528503"
"1995","43.353351","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=65408 Ack=1014786 Win=65536 Len=66 TSval=1672528552 TSecr=1672528535"
"1997","43.385601","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=65474 Ack=1015810 Win=65536 Len=66 TSval=1672528584 TSecr=1672528567"
"1999","43.418015","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=65540 Ack=1016834 Win=65536 Len=66 TSval=1672528616 TSecr=1672528599"
"2001","43.449533","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=65606 Ack=1017858 Win=65536 Len=66 TSval=1672528648 TSecr=1672528631"
"2003","43.481605","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=65672 Ack=1018882 Win=65536 Len=66 TSval=1672528680 TSecr=1672528662"
"2005","43.513347","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=65738 Ack=1019906 Win=65536 Len=66 TSval=1672528712 TSecr=1672528695"
"2007","43.545172","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=65804 Ack=1020930 Win=65536 Len=66 TSval=1672528743 TSecr=1672528726"
"2009","43.577434","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=65870 Ack=1021954 Win=65536 Len=66 TSval=1672528776 TSecr=1672528758"
"2011","43.609735","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=65936 Ack=1022978 Win=65536 Len=66 TSval=1672528808 TSecr=1672528790"
"2013","43.642711","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=66002 Ack=1024002 Win=65536 Len=66 TSval=1672528841 TSecr=1672528823"
"2015","43.674859","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=66068 Ack=1025026 Win=65536 Len=66 TSval=1672528873 TSecr=1672528855"
"2017","43.707768","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=66134 Ack=1026050 Win=65536 Len=66 TSval=1672528906 TSecr=1672528888"
"2019","43.740189","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=66200 Ack=1027074 Win=65536 Len=66 TSval=1672528938 TSecr=1672528921"
"2021","43.772028","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=66266 Ack=1028098 Win=65536 Len=66 TSval=1672528970 TSecr=1672528953"
"2023","43.803695","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=66332 Ack=1029122 Win=65536 Len=66 TSval=1672529002 TSecr=1672528985"
"2025","43.835818","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=66398 Ack=1030146 Win=65536 Len=66 TSval=1672529034 TSecr=1672529017"
"2027","43.868216","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=66464 Ack=1031170 Win=65536 Len=66 TSval=1672529066 TSecr=1672529049"
"2029","43.900411","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=66530 Ack=1032194 Win=65536 Len=66 TSval=1672529099 TSecr=1672529081"
"2031","43.932347","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=66596 Ack=1033218 Win=65536 Len=66 TSval=1672529131 TSecr=1672529114"
"2033","43.964342","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=66662 Ack=1034242 Win=65536 Len=66 TSval=1672529163 TSecr=1672529146"
"2035","43.997156","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=66728 Ack=1035266 Win=65536 Len=66 TSval=1672529195 TSecr=1672529178"
"2037","44.029251","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=66794 Ack=1036290 Win=65536 Len=66 TSval=1672529227 TSecr=1672529211"
"2039","44.061492","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=66860 Ack=1037314 Win=65536 Len=66 TSval=1672529260 TSecr=1672529243"
"2041","44.094309","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=66926 Ack=1038338 Win=65536 Len=66 TSval=1672529292 TSecr=1672529276"
"2043","44.125916","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=66992 Ack=1039362 Win=65536 Len=66 TSval=1672529324 TSecr=1672529307"
"2045","44.158058","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=67058 Ack=1040386 Win=65536 Len=66 TSval=1672529356 TSecr=1672529340"
"2047","44.189984","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=67124 Ack=1041410 Win=65536 Len=66 TSval=1672529388 TSecr=1672529371"
"2049","44.221854","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=67190 Ack=1042434 Win=65536 Len=66 TSval=1672529420 TSecr=1672529404"
"2051","44.255541","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=67256 Ack=1043458 Win=65536 Len=66 TSval=1672529454 TSecr=1672529437"
"2053","44.287334","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=67322 Ack=1044482 Win=65536 Len=66 TSval=1672529486 TSecr=1672529469"
"2055","44.319046","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=67388 Ack=1045506 Win=65536 Len=66 TSval=1672529517 TSecr=1672529500"
"2057","44.350670","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=67454 Ack=1046530 Win=65536 Len=66 TSval=1672529549 TSecr=1672529532"
"2059","44.381748","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=67520 Ack=1047554 Win=65536 Len=66 TSval=1672529580 TSecr=1672529563"
"2061","44.413794","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=67586 Ack=1048578 Win=65536 Len=66 TSval=1672529612 TSecr=1672529595"
"2063","44.445450","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=67652 Ack=1049602 Win=65536 Len=66 TSval=1672529644 TSecr=1672529626"
"2065","44.477665","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=67718 Ack=1050626 Win=65536 Len=66 TSval=1672529676 TSecr=1672529658"
"2067","44.510267","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=67784 Ack=1051650 Win=65536 Len=66 TSval=1672529708 TSecr=1672529691"
"2069","44.541152","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=67850 Ack=1052674 Win=65536 Len=66 TSval=1672529739 TSecr=1672529723"
"2071","44.571881","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=67916 Ack=1053698 Win=65536 Len=66 TSval=1672529770 TSecr=1672529754"
"2073","44.603099","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=67982 Ack=1054722 Win=65536 Len=66 TSval=1672529801 TSecr=1672529785"
"2075","44.634878","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=68048 Ack=1055746 Win=65536 Len=66 TSval=1672529833 TSecr=1672529816"
"2077","44.666250","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=68114 Ack=1056770 Win=65536 Len=66 TSval=1672529864 TSecr=1672529848"
"2079","44.697357","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=68180 Ack=1057794 Win=65536 Len=66 TSval=1672529896 TSecr=1672529879"
"2081","44.729606","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=68246 Ack=1058818 Win=65536 Len=66 TSval=1672529928 TSecr=1672529910"
"2083","44.762123","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=68312 Ack=1059842 Win=65536 Len=66 TSval=1672529960 TSecr=1672529943"
"2085","44.795153","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=68378 Ack=1060866 Win=65536 Len=66 TSval=1672529993 TSecr=1672529976"
"2087","44.827103","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=68444 Ack=1061890 Win=65536 Len=66 TSval=1672530025 TSecr=1672530008"
"2089","44.859598","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=68510 Ack=1062914 Win=65536 Len=66 TSval=1672530058 TSecr=1672530040"
"2091","44.891451","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=68576 Ack=1063938 Win=65536 Len=66 TSval=1672530090 TSecr=1672530072"
"2093","44.923865","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=68642 Ack=1064962 Win=65536 Len=66 TSval=1672530122 TSecr=1672530105"
